#EXPORTTYPE:DATA ALL
#FILE:VKI_P50_20K_50ml+20ml_01.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:Sample
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:ReChar
#DATE/TIME:17.05.2023 12:02
#CORR. FILE:Baseline_20K_TGA_01.ngb-bs3
#TEMPCAL:calib_20Kmin_TGA_20ml+50ml_2022.ngb-ts3
#SENSITIVITY:calib_20Kmin_cp_20ml+50ml_2022.ngb-es3
#LABORATORY:VKI
#OPERATOR:Gertjan
#REMARK:20K/min TGA determination withOUT lid  May 2023.   P50 campaign
#SAMPLE:P50
#SAMPLE MASS /mg:32.966
#MATERIAL:blank
#REFERENCE:empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Pt-Rh+Al2O3
#SAMPLE CRUCIBLE MASS /mg:0.0
#REFERENCE CRUCIBLE MASS /mg:297.556
#DSC RANGE /�V:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:27�C....1100�C/0.0....20.0K/min
#SEGMENT:S1-3/3
#SEG. 1:27�C/00:20/27�C
#SEG. 2:27�C/20.0(K/min)/1100�C
#SEG. 3:1100�C/00:20/1100�C

##Temp./�C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
  26.34600; 0.00000; 2.929347e-003;100.00000;20.00000;1.15347;1
  26.35200; 0.00500; 2.889215e-003;100.00000;20.00000;1.15347;1
  26.34300; 0.01000; 2.909285e-003;100.00000;20.00000;1.15347;1
  26.36100; 0.01500; 2.889210e-003;100.00000;20.00000;1.15347;1
  26.36000; 0.02000; 2.909275e-003;100.00000;20.00000;1.15347;1
  26.35100; 0.02500; 2.989536e-003;100.00000;20.00000;1.15347;1
  26.34600; 0.03000; 3.089859e-003;100.00000;20.00000;1.15347;1
  26.34400; 0.03500; 3.049732e-003;100.00000;20.00000;1.15347;1
  26.34100; 0.04000; 2.949414e-003;100.00000;20.00000;1.15347;1
  26.34300; 0.04500; 2.869157e-003;100.00000;20.00000;1.15347;1
  26.34700; 0.05000; 2.869154e-003;100.00000;20.00000;1.15347;1
  26.35600; 0.05500; 2.909277e-003;100.00000;20.00000;1.15347;1
  26.35500; 0.06000; 2.909277e-003;100.00000;20.00000;1.15347;1
  26.35300; 0.06500; 2.889215e-003;100.00000;20.00000;1.15347;1
  26.34800; 0.07000; 2.869154e-003;100.00000;20.00000;1.15347;1
  26.35200; 0.07500; 2.849087e-003;100.00000;20.00000;1.15347;1
  26.35300; 0.08000; 2.788895e-003;100.00000;20.00000;1.15347;1
  26.35600; 0.08500; 2.728701e-003;100.00000;20.00000;1.15347;1
  26.34800; 0.09000; 2.648450e-003;100.00000;20.00000;1.15347;1
  26.35300; 0.09500; 2.628383e-003;100.00000;20.00000;1.15347;1
  26.35200; 0.10000; 2.688576e-003;100.00000;20.00000;1.15347;1
  26.35200; 0.10500; 2.728704e-003;100.00000;20.00000;1.15347;1
  26.34600; 0.11000; 2.768835e-003;100.00000;20.00000;1.15347;1
  26.35100; 0.11500; 2.869152e-003;100.00000;20.00000;1.15347;1
  26.35100; 0.12000; 2.869152e-003;100.00000;20.00000;1.15347;1
  26.36400; 0.12500; 2.808953e-003;100.00000;20.00000;1.15348;1
  26.35500; 0.13000; 2.768830e-003;100.00000;20.00000;1.15347;1
  26.36200; 0.13500; 2.708634e-003;100.00000;20.00000;1.15348;1
  26.36400; 0.14000; 2.648442e-003;100.00000;20.00000;1.15348;1
  26.36700; 0.14500; 2.648440e-003;100.00000;20.00000;1.15348;1
  26.36800; 0.15000; 2.648439e-003;100.00000;20.00000;1.15348;1
  26.34800; 0.15500; 2.608322e-003;100.00000;20.00000;1.15347;1
  26.36500; 0.16000; 2.568185e-003;100.00000;20.00000;1.15348;1
  26.36400; 0.16500; 2.568186e-003;100.00000;20.00000;1.15348;1
  26.37000; 0.17000; 2.528055e-003;100.00000;20.00000;1.15348;1
  26.37000; 0.17500; 2.608311e-003;100.00000;20.00000;1.15348;1
  26.35700; 0.18000; 2.648445e-003;100.00000;20.00000;1.15347;1
  26.36500; 0.18500; 2.588249e-003;100.00000;20.00000;1.15348;1
  26.35700; 0.19000; 2.568190e-003;100.00000;20.00000;1.15347;1
  26.35700; 0.19500; 2.487934e-003;100.00000;20.00000;1.15347;1
  26.37000; 0.20000; 2.427736e-003;100.00000;20.00000;1.15348;1
  26.38000; 0.20500; 2.447795e-003;100.00000;20.00000;1.15348;1
  26.37100; 0.21000; 2.447799e-003;100.00607;20.00000;1.15348;1
  26.36600; 0.21500; 2.447802e-003;100.00607;20.00000;1.15348;1
  26.36200; 0.22000; 2.407676e-003;100.00607;20.00000;1.15348;1
  26.37000; 0.22500; 2.427736e-003;100.00607;20.00000;1.15348;1
  26.38200; 0.23000; 2.447794e-003;100.00607;20.00000;1.15348;1
  26.37500; 0.23500; 2.467861e-003;100.00607;20.00000;1.15348;1
  26.37900; 0.24000; 2.447795e-003;100.00607;20.00000;1.15348;1
  26.37500; 0.24500; 2.447797e-003;100.00607;20.00000;1.15348;1
  26.36800; 0.25000; 2.367545e-003;100.00607;20.00000;1.15348;1
  26.37400; 0.25500; 2.287287e-003;100.00607;20.00000;1.15348;1
  26.38300; 0.26000; 2.267219e-003;100.00607;20.00000;1.15348;1
  26.36800; 0.26500; 2.327417e-003;100.00607;20.00000;1.15348;1
  26.37500; 0.27000; 2.327414e-003;100.00607;20.00000;1.15348;1
  26.37700; 0.27500; 2.347477e-003;100.00607;20.00000;1.15348;1
  26.37500; 0.28000; 2.327414e-003;100.00607;20.00000;1.15348;1
  26.37800; 0.28500; 2.347476e-003;100.00607;20.00000;1.15348;1
  26.37200; 0.29000; 2.367543e-003;100.00607;20.00000;1.15348;1
  26.37200; 0.29500; 2.387607e-003;100.00607;20.00000;1.15348;1
  26.38000; 0.30000; 2.367539e-003;100.00607;20.00000;1.15348;1
  26.38300; 0.30500; 2.347474e-003;100.00607;20.00000;1.15348;1
  26.37400; 0.31000; 2.307350e-003;100.00607;20.00000;1.15348;1
  26.38400; 0.31500; 2.247154e-003;100.00607;20.00000;1.15348;1
  26.39000; 0.32000; 2.207024e-003;100.00607;20.00000;1.15348;1
  26.38100; 0.32500; 2.207028e-003;100.00607;20.00000;1.15348;1
  26.37000; 0.33000; 2.247161e-003;100.00607;20.00000;1.15348;1
  26.36900; 0.33500; 2.267225e-003;100.00607;20.00000;1.15348;1
  26.38400; 0.34000; 2.287282e-003;100.00607;20.00000;1.15348;1
  26.37200; 0.34500; 2.247160e-003;100.00607;20.00000;1.15348;1
  26.37900; 0.35000; 2.247157e-003;100.00607;20.00000;1.15348;1
  26.37000; 0.35500; 2.227097e-003;100.00607;20.00000;1.15348;1
  26.38900; 0.36000; 2.207024e-003;100.00607;20.00000;1.15348;1
  26.39300; 0.36500; 2.146832e-003;100.00607;20.00000;1.15348;1
  26.38100; 0.37000; 2.186964e-003;100.00607;20.00000;1.15348;1
  26.37800; 0.37500; 2.186966e-003;100.00607;20.00000;1.15348;1
  26.38200; 0.38000; 2.227091e-003;100.00607;20.00000;1.15348;1
  26.37800; 0.38500; 2.227093e-003;100.00607;20.00000;1.15348;1
  26.37000; 0.39000; 2.347480e-003;100.00607;20.00000;1.15348;1
  26.37100; 0.39500; 2.247160e-003;100.00607;20.00000;1.15348;1
  26.38400; 0.40000; 2.227091e-003;100.00607;20.00000;1.15348;1
  26.37300; 0.40500; 2.247159e-003;100.00607;20.00000;1.15348;1
  26.38700; 0.41000; 2.267217e-003;100.00607;20.00000;1.15348;1
  26.39700; 0.41500; 2.287276e-003;100.00607;20.00000;1.15348;1
  26.37400; 0.42000; 2.307350e-003;100.00607;20.00000;1.15348;1
  26.39900; 0.42500; 2.327403e-003;100.00607;20.00000;1.15348;1
  26.37500; 0.43000; 2.287286e-003;100.00607;20.00000;1.15348;1
  26.38700; 0.43500; 2.207025e-003;100.00607;20.00000;1.15348;1
  26.38500; 0.44000; 2.186962e-003;100.00607;20.00000;1.15348;1
  26.39900; 0.44500; 2.166893e-003;100.00607;20.00000;1.15348;1
  26.39600; 0.45000; 2.106703e-003;100.00607;20.00000;1.15348;1
  26.39600; 0.45500; 2.086639e-003;100.00607;20.00000;1.15348;1
  26.40200; 0.46000; 2.106700e-003;100.00607;20.00000;1.15348;1
  26.38700; 0.46500; 2.126770e-003;100.00607;20.00000;1.15348;1
  26.39100; 0.47000; 2.126768e-003;100.00607;20.00000;1.15348;1
  26.38200; 0.47500; 2.086645e-003;100.00607;20.00000;1.15348;1
  26.37700; 0.48000; 2.026455e-003;100.00607;20.00000;1.15348;1
  26.38700; 0.48500; 2.026451e-003;100.00607;20.00000;1.15348;1
  26.38800; 0.49000; 2.026451e-003;100.00607;20.00000;1.15348;1
  26.38700; 0.49500; 2.046515e-003;100.00607;20.00000;1.15348;1
  26.39700; 0.50000; 2.066575e-003;100.00607;20.00000;1.15348;1
  26.40000; 0.50500; 2.086637e-003;100.00607;20.00000;1.15348;1
  26.39800; 0.51000; 2.126766e-003;100.00607;20.00000;1.15348;1
  26.40500; 0.51500; 2.126763e-003;100.00607;20.00000;1.15349;1
  26.40600; 0.52000; 2.166890e-003;100.00607;20.00000;1.15349;1
  26.39300; 0.52500; 2.207023e-003;100.00607;20.00000;1.15348;1
  26.39900; 0.53000; 2.227084e-003;100.00607;20.00000;1.15348;1
  26.40600; 0.53500; 2.207017e-003;100.00607;20.00000;1.15349;1
  26.40500; 0.54000; 2.227081e-003;100.00607;20.00000;1.15349;1
  26.41600; 0.54500; 2.186949e-003;100.00607;20.00000;1.15349;1
  26.41700; 0.55000; 2.126757e-003;100.00607;20.00000;1.15349;1
  26.40600; 0.55500; 2.146826e-003;100.00607;20.00000;1.15349;1
  26.40000; 0.56000; 2.126765e-003;100.00607;20.00000;1.15348;1
  26.41100; 0.56500; 2.126760e-003;100.00607;20.00000;1.15349;1
  26.40200; 0.57000; 2.166891e-003;100.00607;20.00000;1.15348;1
  26.40500; 0.57500; 2.166890e-003;100.00607;20.00000;1.15349;1
  26.40900; 0.58000; 2.126761e-003;100.00607;20.00000;1.15349;1
  26.40600; 0.58500; 2.046507e-003;100.00607;20.00000;1.15349;1
  26.39800; 0.59000; 1.946192e-003;100.00607;20.00000;1.15348;1
  26.40500; 0.59500; 1.885998e-003;100.00607;20.00000;1.15349;1
  26.39800; 0.60000; 1.906064e-003;100.00607;20.00000;1.15348;1
  26.40100; 0.60500; 1.966254e-003;100.00607;20.00000;1.15348;1
  26.41000; 0.61000; 1.966251e-003;100.00607;20.00000;1.15349;1
  26.39800; 0.61500; 1.966255e-003;100.00607;20.00000;1.15348;1
  26.40700; 0.62000; 1.926124e-003;100.00607;20.00000;1.15349;1
  26.41700; 0.62500; 1.966248e-003;100.00607;20.00000;1.15349;1
  26.42600; 0.63000; 2.006372e-003;100.01213;20.00000;1.15349;1
  26.40900; 0.63500; 2.006378e-003;100.01213;20.00000;1.15349;1
  26.42800; 0.64000; 2.066562e-003;100.01213;20.00000;1.15349;1
  26.41700; 0.64500; 2.046503e-003;100.01213;20.00000;1.15349;1
  26.40000; 0.65000; 2.066573e-003;100.01213;20.00000;1.15348;1
  26.42400; 0.65500; 2.026436e-003;100.01213;20.00000;1.15349;1
  26.43400; 0.66000; 2.006368e-003;100.01213;20.00000;1.15349;1
  26.43000; 0.66500; 2.006370e-003;100.01213;20.00000;1.15349;1
  26.42700; 0.67000; 1.946180e-003;100.01213;20.00000;1.15349;1
  26.40900; 0.67500; 1.966251e-003;100.01213;20.00000;1.15349;1
  26.40100; 0.68000; 2.006382e-003;100.01213;20.00000;1.15348;1
  26.42300; 0.68500; 2.006373e-003;100.01213;20.00000;1.15349;1
  26.43300; 0.69000; 1.966242e-003;100.01213;20.00000;1.15349;1
  26.41600; 0.69500; 1.946185e-003;100.01213;20.00000;1.15349;1
  26.43200; 0.70000; 1.986306e-003;100.01213;20.00000;1.15349;1
  26.43700; 0.70500; 1.966240e-003;100.01213;20.00000;1.15349;1
  26.42300; 0.71000; 2.106691e-003;100.01213;20.00000;1.15349;1
  26.42500; 0.71500; 2.086627e-003;100.01213;20.00000;1.15349;1
  26.42100; 0.72000; 2.106692e-003;100.01213;20.00000;1.15349;1
  26.44600; 0.72500; 2.066554e-003;100.01213;20.00000;1.15349;1
  26.43300; 0.73000; 2.026432e-003;100.01213;20.00000;1.15349;1
  26.43600; 0.73500; 2.006368e-003;100.01213;20.00000;1.15349;1
  26.44000; 0.74000; 2.006366e-003;100.01213;20.00000;1.15349;1
  26.42400; 0.74500; 2.026436e-003;100.01213;20.00000;1.15349;1
  26.43800; 0.75000; 2.026430e-003;100.01213;20.00000;1.15349;1
  26.44500; 0.75500; 2.046491e-003;100.01213;20.00000;1.15349;1
  26.45500; 0.76000; 2.066551e-003;100.01213;20.00000;1.15350;1
  26.44800; 0.76500; 2.046490e-003;100.01213;20.00000;1.15349;1
  26.46100; 0.77000; 2.046485e-003;100.01820;20.00000;1.15350;1
  26.44200; 0.77500; 2.046492e-003;100.01820;20.00000;1.15349;1
  26.45000; 0.78000; 2.086616e-003;100.01820;20.00000;1.15350;1
  26.45100; 0.78500; 2.066552e-003;100.01820;20.00000;1.15350;1
  26.43800; 0.79000; 2.006367e-003;100.01820;20.00000;1.15349;1
  26.44500; 0.79500; 2.006364e-003;100.01820;20.00000;1.15349;1
  26.46200; 0.80000; 1.966230e-003;100.01820;20.00000;1.15350;1
  26.44000; 0.80500; 1.966239e-003;100.01820;20.00000;1.15349;1
  26.45300; 0.81000; 1.966234e-003;100.01820;20.00000;1.15350;1
  26.44800; 0.81500; 2.026426e-003;100.01820;20.00000;1.15349;1
  26.45600; 0.82000; 2.046487e-003;100.01820;20.00000;1.15350;1
  26.45500; 0.82500; 2.086614e-003;100.01820;20.00000;1.15350;1
  26.45300; 0.83000; 2.126742e-003;100.01820;20.00000;1.15350;1
  26.44500; 0.83500; 2.146809e-003;100.01820;20.00000;1.15349;1
  26.44500; 0.84000; 2.146809e-003;100.01820;20.00000;1.15349;1
  26.44800; 0.84500; 2.146808e-003;100.02427;20.00000;1.15349;1
  26.47000; 0.85000; 2.126735e-003;100.02427;20.00000;1.15350;1
  26.45100; 0.85500; 2.186934e-003;100.02427;20.00000;1.15350;1
  26.46500; 0.86000; 2.227054e-003;100.02427;20.00000;1.15350;1
  26.44500; 0.86500; 2.207000e-003;100.02427;20.00000;1.15349;1
  26.47900; 0.87000; 2.166858e-003;100.02427;20.00000;1.15350;1
  26.46800; 0.87500; 2.026418e-003;100.02427;20.00000;1.15350;1
  26.47500; 0.88000; 2.046479e-003;100.02427;20.00000;1.15350;1
  26.45900; 0.88500; 2.086612e-003;100.02730;20.00000;1.15350;1
  26.46500; 0.89000; 2.146800e-003;100.02730;20.00000;1.15350;1
  26.47500; 0.89500; 2.166859e-003;100.02730;20.00000;1.15350;1
  26.47900; 0.90000; 2.186921e-003;100.02730;20.00000;1.15350;1
  26.46500; 0.90500; 2.206991e-003;100.02730;20.00000;1.15350;1
  26.47400; 0.91000; 2.247114e-003;100.02730;20.00000;1.15350;1
  26.48300; 0.91500; 2.247110e-003;100.02730;20.00000;1.15350;1
  26.47900; 0.92000; 2.247111e-003;100.02730;20.00000;1.15350;1
  26.47200; 0.92500; 2.287242e-003;100.03033;20.00000;1.15350;1
  26.45900; 0.93000; 2.327375e-003;100.03033;20.00000;1.15350;1
  26.47400; 0.93500; 2.307304e-003;100.03033;20.00000;1.15350;1
  26.47600; 0.94000; 2.247113e-003;100.03033;20.00000;1.15350;1
  26.47900; 0.94500; 2.267175e-003;100.03033;20.00000;1.15350;1
  26.48300; 0.95000; 2.287237e-003;100.03033;20.00000;1.15350;1
  26.48000; 0.95500; 2.327365e-003;100.03033;20.00000;1.15350;1
  26.48900; 0.96000; 2.287234e-003;100.03337;20.00000;1.15350;1
  26.47500; 0.96500; 2.327367e-003;100.03337;20.00000;1.15350;1
  26.46500; 0.97000; 2.347435e-003;100.03337;20.00000;1.15350;1
  26.47200; 0.97500; 2.367495e-003;100.03337;20.00000;1.15350;1
  26.48800; 0.98000; 2.367488e-003;100.03337;20.00000;1.15350;1
  26.49500; 0.98500; 2.407611e-003;100.03337;20.00000;1.15351;1
  26.47500; 0.99000; 2.387557e-003;100.03337;20.00000;1.15350;1
  26.49200; 0.99500; 2.407613e-003;100.03640;20.00000;1.15351;1
  26.49500; 1.00000; 2.447738e-003;100.03640;20.00000;1.15351;1
  26.48100; 1.00500; 2.507935e-003;100.03640;20.00000;1.15350;1
  26.49400; 1.01000; 2.527992e-003;100.03640;20.00000;1.15351;1
  26.49500; 1.01500; 2.527992e-003;100.03640;20.00000;1.15351;1
  26.49500; 1.02000; 2.608245e-003;100.03640;20.00000;1.15351;1
  26.48600; 1.02500; 2.608250e-003;100.03640;20.00000;1.15350;1
  26.50000; 1.03000; 2.608243e-003;100.03943;20.00000;1.15351;1
  26.50500; 1.03500; 2.568113e-003;100.03943;20.00000;1.15351;1
  26.50300; 1.04000; 2.507924e-003;100.03943;20.00000;1.15351;1
  26.50000; 1.04500; 2.527989e-003;100.03943;20.00000;1.15351;1
  26.51100; 1.05000; 2.467793e-003;100.03943;20.00000;1.15351;1
  26.51400; 1.05500; 2.487855e-003;100.03943;20.00000;1.15351;1
  26.51100; 1.06000; 2.527983e-003;100.04550;20.00000;1.15351;1
  26.51700; 1.06500; 2.588170e-003;100.04550;20.00000;1.15351;1
  26.50400; 1.07000; 2.608240e-003;100.04550;20.00000;1.15351;1
  26.50900; 1.07500; 2.588174e-003;100.04550;20.00000;1.15351;1
  26.50900; 1.08000; 2.608238e-003;100.04550;20.00000;1.15351;1
  26.51200; 1.08500; 2.688489e-003;100.04550;20.00000;1.15351;1
  26.49700; 1.09000; 2.708561e-003;100.04550;20.00000;1.15351;1
  26.51200; 1.09500; 2.708553e-003;100.04550;20.00000;1.15351;1
  26.52700; 1.10000; 2.788797e-003;100.04550;20.00000;1.15351;1
  26.53300; 1.10500; 2.808858e-003;100.04550;20.00000;1.15351;1
  26.52100; 1.11000; 2.748674e-003;100.05157;20.00000;1.15351;1
  26.51200; 1.11500; 2.748679e-003;100.05157;20.00000;1.15351;1
  26.52700; 1.12000; 2.808861e-003;100.05157;20.00000;1.15351;1
  26.53500; 1.12500; 2.828920e-003;100.05157;20.00000;1.15352;1
  26.53200; 1.13000; 2.848985e-003;100.05157;20.00000;1.15351;1
  26.54700; 1.13500; 2.889102e-003;100.05157;20.00000;1.15352;1
  26.55700; 1.14000; 2.929223e-003;100.05157;20.00000;1.15352;1
  26.54400; 1.14500; 3.009483e-003;100.05157;20.00000;1.15352;1
  26.54100; 1.15000; 3.049611e-003;100.05157;20.00000;1.15352;1
  26.55500; 1.15500; 3.069666e-003;100.05157;20.00000;1.15352;1
  26.55800; 1.16000; 3.009475e-003;100.05157;20.00000;1.15352;1
  26.55300; 1.16500; 3.009478e-003;100.05157;20.00000;1.15352;1
  26.55600; 1.17000; 3.049602e-003;100.05157;20.00000;1.15352;1
  26.55600; 1.17500; 2.989413e-003;100.05764;20.00000;1.15352;1
  26.56100; 1.18000; 2.989410e-003;100.05764;20.00000;1.15352;1
  26.55800; 1.18500; 3.029538e-003;100.05764;20.00000;1.15352;1
  26.56600; 1.19000; 2.989407e-003;100.05764;20.00000;1.15352;1
  26.56400; 1.19500; 3.009471e-003;100.05764;20.00000;1.15352;1
  26.57500; 1.20000; 3.129843e-003;100.06067;20.00000;1.15352;1
  26.57800; 1.20500; 3.169967e-003;100.06067;20.00000;1.15353;1
  26.57300; 1.21000; 3.190033e-003;100.06067;20.00000;1.15352;1
  26.57000; 1.21500; 3.169972e-003;100.06067;20.00000;1.15352;1
  26.58200; 1.22000; 3.149901e-003;100.06067;20.00000;1.15353;1
  26.57300; 1.22500; 3.129844e-003;100.06370;20.00000;1.15352;1
  26.59500; 1.23000; 3.109767e-003;100.06370;20.00000;1.15353;1
  26.58400; 1.23500; 3.109774e-003;100.06370;20.00000;1.15353;1
  26.59100; 1.24000; 3.129833e-003;100.06370;20.00000;1.15353;1
  26.59500; 1.24500; 3.129830e-003;100.06370;20.00000;1.15353;1
  26.59600; 1.25000; 3.149892e-003;100.06370;20.00000;1.15353;1
  26.59300; 1.25500; 3.089705e-003;100.06370;20.00000;1.15353;1
  26.59800; 1.26000; 3.149891e-003;100.06370;20.00000;1.15353;1
  26.59900; 1.26500; 3.190017e-003;100.06370;20.00000;1.15353;1
  26.61200; 1.27000; 3.310385e-003;100.06370;20.00000;1.15353;1
  26.58900; 1.27500; 3.370590e-003;100.06370;20.00000;1.15353;1
  26.58100; 1.28000; 3.370595e-003;100.06674;20.00000;1.15353;1
  26.59500; 1.28500; 3.310397e-003;100.06674;20.00000;1.15353;1
  26.59900; 1.29000; 3.330457e-003;100.06674;20.00000;1.15353;1
  26.60900; 1.29500; 3.450828e-003;100.06674;20.00000;1.15353;1
  26.61200; 1.30000; 3.490952e-003;100.06977;20.00000;1.15353;1
  26.61600; 1.30500; 3.551138e-003;100.06977;20.00000;1.15353;1
  26.62100; 1.31000; 3.551134e-003;100.06977;20.00000;1.15353;1
  26.61300; 1.31500; 3.591266e-003;100.06977;20.00000;1.15353;1
  26.61900; 1.32000; 3.571198e-003;100.06977;20.00000;1.15353;1
  26.62700; 1.32500; 3.631381e-003;100.06977;20.00000;1.15354;1
  26.62200; 1.33000; 3.671511e-003;100.07280;20.00000;1.15354;1
  26.63700; 1.33500; 3.771814e-003;100.07280;20.00000;1.15354;1
  26.63300; 1.34000; 3.791879e-003;100.07280;20.00000;1.15354;1
  26.62800; 1.34500; 3.791883e-003;100.07280;20.00000;1.15354;1
  26.63100; 1.35000; 3.852070e-003;100.07280;20.00000;1.15354;1
  26.63000; 1.35500; 3.932322e-003;100.06674;20.00000;1.15354;1
  26.62700; 1.36000; 3.892198e-003;100.06977;20.00000;1.15354;1
  26.63600; 1.36500; 3.872128e-003;100.06977;20.00000;1.15354;1
  26.63600; 1.37000; 3.872128e-003;100.06977;20.00000;1.15354;1
  26.64100; 1.37500; 3.892187e-003;100.06977;20.00000;1.15354;1
  26.64500; 1.38000; 3.872122e-003;100.06977;20.00000;1.15354;1
  26.64000; 1.38500; 3.932314e-003;100.06977;20.00000;1.15354;1
  26.63900; 1.39000; 3.992503e-003;100.06977;20.00000;1.15354;1
  26.65300; 1.39500; 4.032617e-003;100.07584;20.00000;1.15354;1
  26.64700; 1.40000; 4.072748e-003;100.07584;20.00000;1.15354;1
  26.65500; 1.40500; 4.112866e-003;100.07584;20.00000;1.15354;1
  26.66700; 1.41000; 4.112857e-003;100.07584;20.00000;1.15355;1
  26.65600; 1.41500; 4.112866e-003;100.07584;20.00000;1.15354;1
  26.65600; 1.42000; 4.092803e-003;100.07584;20.00000;1.15354;1
  26.65800; 1.42500; 4.092801e-003;100.07584;20.00000;1.15354;1
  26.67400; 1.43000; 4.112851e-003;100.07584;20.00000;1.15355;1
  26.67600; 1.43500; 4.233225e-003;100.07584;20.00000;1.15355;1
  26.67300; 1.44000; 4.253290e-003;100.07584;20.00000;1.15355;1
  26.66800; 1.44500; 4.273357e-003;100.07584;20.00000;1.15355;1
  26.68200; 1.45000; 4.313470e-003;100.07584;20.00000;1.15355;1
  26.67400; 1.45500; 4.293415e-003;100.08190;20.00000;1.15355;1
  26.68700; 1.46000; 4.293403e-003;100.08190;20.00000;1.15355;1
  26.68000; 1.46500; 4.353597e-003;100.08190;20.00000;1.15355;1
  26.68900; 1.47000; 4.393715e-003;100.08190;20.00000;1.15355;1
  26.69600; 1.47500; 4.413771e-003;100.08190;20.00000;1.15355;1
  26.70500; 1.48000; 4.393701e-003;100.08190;20.00000;1.15355;1
  26.69400; 1.48500; 4.413773e-003;100.08190;20.00000;1.15355;1
  26.69100; 1.49000; 4.393713e-003;100.08190;20.00000;1.15355;1
  26.70900; 1.49500; 4.413760e-003;100.08190;20.00000;1.15356;1
  26.70300; 1.50000; 4.413765e-003;100.08190;20.00000;1.15355;1
  26.71400; 1.50500; 4.433818e-003;100.08190;20.00000;1.15356;1
  26.71400; 1.51000; 4.494005e-003;100.08190;20.00000;1.15356;1
  26.71400; 1.51500; 4.574255e-003;100.08190;20.00000;1.15356;1
  26.72000; 1.52000; 4.634437e-003;100.08797;20.00000;1.15356;1
  26.72900; 1.52500; 4.714679e-003;100.08797;20.00000;1.15356;1
  26.72200; 1.53000; 4.814997e-003;100.08797;20.00000;1.15356;1
  26.72300; 1.53500; 4.955434e-003;100.08797;20.00000;1.15356;1
  26.74000; 1.54000; 5.055729e-003;100.08797;20.00000;1.15356;1
  26.74900; 1.54500; 5.035657e-003;100.09100;20.00000;1.15356;1
  26.73500; 1.55000; 4.975484e-003;100.09100;20.00000;1.15356;1
  26.73100; 1.55500; 5.035676e-003;100.09100;20.00000;1.15356;1
  26.74300; 1.56000; 5.035664e-003;100.09100;20.00000;1.15356;1
  26.75800; 1.56500; 5.095836e-003;100.09100;20.00000;1.15357;1
  26.74400; 1.57000; 5.095850e-003;100.09100;20.00000;1.15356;1
  26.75100; 1.57500; 5.135967e-003;100.08494;20.00000;1.15357;1
  26.75800; 1.58000; 5.196147e-003;100.08797;20.00000;1.15357;1
  26.77400; 1.58500; 5.216193e-003;100.08797;20.00000;1.15357;1
  26.76900; 1.59000; 5.236260e-003;100.08797;20.00000;1.15357;1
  26.75800; 1.59500; 5.256334e-003;100.08797;20.00000;1.15357;1
  26.77600; 1.60000; 5.316502e-003;100.08797;20.00000;1.15357;1
  26.77000; 1.60500; 5.356633e-003;100.08797;20.00000;1.15357;1
  26.77200; 1.61000; 5.376693e-003;100.08797;20.00000;1.15357;1
  26.77200; 1.61500; 5.396755e-003;100.08797;20.00000;1.15357;1
  26.77000; 1.62000; 5.396757e-003;100.09100;20.00000;1.15357;1
  26.76400; 1.62500; 5.436888e-003;100.09100;20.00000;1.15357;1
  26.76900; 1.63000; 5.456945e-003;100.09100;20.00000;1.15357;1
  26.76600; 1.63500; 5.436886e-003;100.09100;20.00000;1.15357;1
  26.77500; 1.64000; 5.456939e-003;100.09100;20.00000;1.15357;1
  26.78900; 1.64500; 5.416799e-003;100.09100;20.00000;1.15357;1
  26.79300; 1.65000; 5.376670e-003;100.09100;20.00000;1.15357;1
  26.79200; 1.65500; 5.396733e-003;100.09100;20.00000;1.15357;1
  26.79200; 1.66000; 5.517106e-003;100.09100;20.00000;1.15357;1
  26.79500; 1.66500; 5.577290e-003;100.09404;20.00000;1.15358;1
  26.80700; 1.67000; 5.637463e-003;100.09404;20.00000;1.15358;1
  26.79000; 1.67500; 5.637482e-003;100.09404;20.00000;1.15357;1
  26.79600; 1.68000; 5.677599e-003;100.09404;20.00000;1.15358;1
  26.79500; 1.68500; 5.657538e-003;100.09404;20.00000;1.15358;1
  26.79600; 1.69000; 5.657537e-003;100.09404;20.00000;1.15358;1
  26.80700; 1.69500; 5.697649e-003;100.09404;20.00000;1.15358;1
  26.81500; 1.70000; 5.717702e-003;100.09404;20.00000;1.15358;1
  26.82100; 1.70500; 5.777881e-003;100.09404;20.00000;1.15358;1
  26.82100; 1.71000; 5.797943e-003;100.09707;20.00000;1.15358;1
  26.82200; 1.71500; 5.858128e-003;100.09707;20.00000;1.15358;1
  26.82600; 1.72000; 5.878186e-003;100.09707;20.00000;1.15358;1
  26.83300; 1.72500; 5.918302e-003;100.09707;20.00000;1.15358;1
  26.83600; 1.73000; 5.958422e-003;100.09707;20.00000;1.15358;1
  26.84100; 1.73500; 6.018602e-003;100.09100;20.00000;1.15359;1
